Date,Open,High,Low,Close*,Adj Close**,Volume
1-Dec-06,"2,149.85","2,199.15","2,149.85","2,186.13","2,186.13",-
1-Nov-06,"2,100.37","2,162.65","2,095.68","2,155.89","2,155.89",-
1-Oct-06,"2,041.99","2,132.39","2,041.99","2,115.65","2,115.65",-
1-Sep-06,"2,008.47","2,053.93","1,982.93","2,048.89","2,048.89",-
1-Aug-06,"1,942.22","1,998.08","1,936.30","1,997.42","1,997.42",-
1-Jul-06,"1,954.49","1,954.49","1,885.82","1,951.00","1,951.00",-
1-Jun-06,"1,960.28","1,964.11","1,866.92","1,939.03","1,939.03",-
1-May-06,"1,985.55","2,017.34","1,914.38","1,936.41","1,936.41",-
1-Apr-06,"1,971.93","1,994.23","1,954.25","1,993.79","1,993.79",-
1-Mar-06,"1,959.77","1,985.69","1,931.73","1,967.38","1,967.38",-
1-Feb-06,"1,941.75","1,963.58","1,900.58","1,943.19","1,943.19",-
1-Jan-06,"1,918.96","1,958.56","1,909.35","1,937.93","1,937.93",-
1-Dec-05,"1,910.23","1,923.44","1,887.94","1,887.94","1,887.94",-
1-Nov-05,"1,812.11","1,914.41","1,812.11","1,887.28","1,887.28",-
1-Oct-05,"1,846.17","1,846.17","1,772.36","1,818.50","1,818.50",-
1-Sep-05,"1,836.37","1,866.74","1,820.49","1,849.33","1,849.33",-
1-Aug-05,"1,853.13","1,868.06","1,810.52","1,834.48","1,834.48",-
1-Jul-05,"1,789.85","1,865.64","1,789.85","1,851.37","1,851.37",-
1-Jun-05,"1,799.15","1,822.35","1,783.45","1,784.99","1,784.99",-
1-May-05,"1,735.43","1,793.34","1,725.15","1,782.46","1,782.46",-
1-Apr-05,"1,749.45","1,777.35","1,697.74","1,727.49","1,727.49",-
1-Mar-05,"1,802.79","1,825.70","1,737.94","1,760.89","1,760.89",-
1-Feb-05,"1,767.79","1,804.17","1,762.76","1,792.63","1,792.63",-
1-Jan-05,"1,784.96","1,784.96","1,729.33","1,755.68","1,755.68",-
1-Dec-04,"1,766.90","1,801.98","1,745.84","1,799.55","1,799.55",-
1-Nov-04,"1,673.11","1,754.33","1,673.11","1,740.33","1,740.33",-
1-Oct-04,"1,672.49","1,688.83","1,619.48","1,672.65","1,672.65",-
1-Sep-04,"1,632.82","1,668.39","1,630.67","1,647.48","1,647.48",-
1-Aug-04,"1,630.48","1,634.83","1,567.95","1,629.83","1,629.83",-
1-Jul-04,"1,661.53","1,661.53","1,596.48","1,623.26","1,623.26",-
1-Jun-04,"1,647.57","1,682.75","1,641.43","1,678.83","1,678.83",-
1-May-04,"1,639.46","1,647.65","1,592.23","1,646.80","1,646.80",-
1-Apr-04,"1,659.16","1,686.24","1,624.51","1,624.51","1,624.51",-
1-Mar-04,"1,691.90","1,693.76","1,598.85","1,650.42","1,650.42",-
1-Feb-04,"1,658.79","1,693.03","1,646.29","1,675.70","1,675.70",-
1-Jan-04,"1,618.05","1,687.44","1,618.05","1,652.73","1,652.73",-
1-Dec-03,"1,559.50","1,622.94","1,544.31","1,622.94","1,622.94",-
1-Nov-03,"1,540.71","1,542.39","1,505.76","1,542.07","1,542.07",-
1-Oct-03,"1,479.23","1,528.62","1,479.23","1,528.62","1,528.62",-
1-Sep-03,"1,482.61","1,509.47","1,446.77","1,446.77","1,446.77",-
1-Aug-03,"1,419.64","1,462.30","1,398.42","1,462.30","1,462.30",-
1-Jul-03,"1,421.03","1,458.51","1,416.88","1,434.33","1,434.33",-
1-Jun-03,"1,396.70","1,462.48","1,396.70","1,409.48","1,409.48",-
1-May-03,"1,321.39","1,391.72","1,321.39","1,391.72","1,391.72",-
1-Apr-03,"1,236.30","1,324.68","1,236.30","1,322.07","1,322.07",-
1-Mar-03,"1,200.60","1,289.74","1,152.15","1,221.46","1,221.46",-
1-Feb-03,"1,234.79","1,234.79","1,174.43","1,209.71","1,209.71",-
1-Jan-03,"1,303.17","1,336.25","1,212.23","1,228.14","1,228.14",-
1-Dec-02,"1,337.35","1,337.35","1,254.66","1,261.18","1,261.18",-
1-Nov-02,"1,287.13","1,343.47","1,252.42","1,339.89","1,339.89",-
1-Oct-02,"1,209.59","1,284.73","1,108.91","1,265.41","1,265.41",-
1-Sep-02,"1,250.68","1,296.25","1,163.04","1,163.04","1,163.04",-
1-Aug-02,"1,258.22","1,370.85","1,187.07","1,304.86","1,304.86",-
1-Jul-02,"1,375.88","1,405.20","1,133.99","1,296.34","1,296.34",-
1-Jun-02,"1,476.26","1,489.88","1,382.78","1,405.94","1,405.94",-
1-May-02,"1,538.65","1,569.17","1,486.57","1,513.77","1,513.77",-
1-Apr-02,"1,622.23","1,622.23","1,508.75","1,525.00","1,525.00",-
1-Mar-02,"1,600.02","1,655.44","1,600.02","1,623.43","1,623.43",-
1-Feb-02,"1,584.06","1,584.06","1,525.26","1,564.59","1,564.59",-
1-Jan-02,"1,628.51","1,653.69","1,553.23","1,595.35","1,595.35",-
1-Dec-01,"1,591.48","1,649.00","1,577.58","1,618.98","1,618.98",-
1-Nov-01,"1,524.96","1,629.76","1,524.96","1,604.92","1,604.92",-
1-Oct-01,"1,459.33","1,553.26","1,459.33","1,490.58","1,490.58",-
1-Sep-01,"1,590.29","1,590.29","1,356.61","1,462.69","1,462.69",-
1-Aug-01,"1,704.24","1,711.17","1,584.77","1,591.18","1,591.18",-
1-Jul-01,"1,731.53","1,731.53","1,641.76","1,697.45","1,697.45",-
1-Jun-01,"1,763.87","1,795.96","1,691.59","1,714.32","1,714.32",-
1-May-01,"1,769.12","1,836.02","1,741.33","1,757.09","1,757.09",-
1-Apr-01,"1,599.36","1,750.98","1,540.17","1,745.39","1,745.39",-
1-Mar-01,"1,730.92","1,764.39","1,559.65","1,619.54","1,619.54",-
1-Feb-01,"1,913.11","1,913.11","1,729.08","1,729.08","1,729.08",-
1-Jan-01,"1,785.86","1,913.13","1,785.86","1,902.55","1,902.55",-
1-Dec-00,"1,828.81","1,919.65","1,759.62","1,837.37","1,837.37",-
1-Nov-00,"1,973.72","1,989.19","1,828.42","1,828.42","1,828.42",-
1-Oct-00,"1,992.94","1,993.70","1,846.08","1,984.91","1,984.91",-
1-Sep-00,"2,108.76","2,108.76","1,979.31","1,993.33","1,993.33",-
1-Aug-00,"1,991.43","2,104.43","1,991.43","2,104.43","2,104.43",-
1-Jul-00,"2,033.58","2,091.14","1,966.20","1,981.36","1,981.36",-
1-Jun-00,"2,003.45","2,055.84","1,994.33","2,012.83","2,012.83",-
1-May-00,"2,027.40","2,027.40","1,898.94","1,964.40","1,964.40",-
1-Apr-00,"2,077.97","2,092.87","1,872.55","2,005.55","2,005.55",-
1-Mar-00,"1,901.51","2,107.28","1,869.33","2,067.76","2,067.76",-
1-Feb-00,"1,940.24","1,985.49","1,837.70","1,883.50","1,883.50",-
1-Jan-00,"2,002.11","2,016.64","1,872.61","1,919.84","1,919.84",-
1-Dec-99,"1,921.49","2,021.40","1,921.49","2,021.40","2,021.40",-
1-Nov-99,"1,858.86","1,957.87","1,850.13","1,908.97","1,908.97",-
1-Oct-99,"1,759.77","1,870.94","1,711.77","1,870.94","1,870.94",-
1-Sep-99,"1,824.20","1,860.15","1,739.92","1,759.59","1,759.59",-
