Date,Open,High,Low,Close*,Adj Close**,Volume
11-Jan-16,"3,603.55","3,649.27","3,476.53","3,518.51","3,518.51",-
4-Jan-16,"3,811.74","3,811.74","3,589.46","3,595.91","3,595.91",-
28-Dec-15,"3,846.31","3,891.51","3,820.94","3,821.60","3,821.60",-
21-Dec-15,"3,756.82","3,864.22","3,748.71","3,852.31","3,852.31",-
14-Dec-15,"3,761.21","3,879.81","3,723.72","3,747.56","3,747.56",-
7-Dec-15,"3,903.23","3,903.23","3,752.51","3,759.09","3,759.09",-
30-Nov-15,"3,902.52","3,928.49","3,813.25","3,905.31","3,905.31",-
23-Nov-15,"3,898.06","3,909.61","3,862.55","3,900.74","3,900.74",-
16-Nov-15,"3,770.47","3,912.05","3,765.58","3,897.45","3,897.45",-
9-Nov-15,"3,906.87","3,906.87","3,769.85","3,771.59","3,771.59",-
2-Nov-15,"3,873.94","3,940.51","3,873.94","3,910.98","3,910.98",-
26-Oct-15,"3,862.55","3,899.13","3,832.38","3,871.33","3,871.33",-
19-Oct-15,"3,781.12","3,871.20","3,754.82","3,862.65","3,862.65",-
12-Oct-15,"3,750.37","3,784.40","3,704.61","3,783.64","3,783.64",-
5-Oct-15,"3,634.75","3,758.70","3,634.75","3,748.96","3,748.96",-
28-Sep-15,"3,586.73","3,629.04","3,480.54","3,629.04","3,629.04",-
21-Sep-15,"3,644.24","3,679.18","3,548.06","3,589.71","3,589.71",-
14-Sep-15,"3,647.51","3,755.47","3,620.22","3,638.99","3,638.99",-
7-Sep-15,"3,579.12","3,693.24","3,579.12","3,643.54","3,643.54",-
31-Aug-15,"3,687.75","3,687.75","3,532.70","3,567.41","3,567.41",-
24-Aug-15,"3,646.11","3,699.85","3,464.03","3,691.30","3,691.30",-
17-Aug-15,"3,875.49","3,901.73","3,656.67","3,656.67","3,656.67",-
10-Aug-15,"3,856.37","3,901.49","3,804.60","3,878.16","3,878.16",-
3-Aug-15,"3,897.01","3,913.73","3,832.06","3,849.96","3,849.96",-
27-Jul-15,"3,847.46","3,915.03","3,820.32","3,895.80","3,895.80",-
20-Jul-15,"3,936.70","3,947.73","3,845.49","3,850.15","3,850.15",-
13-Jul-15,"3,849.76","3,939.75","3,849.76","3,936.22","3,936.22",-
6-Jul-15,"3,836.95","3,855.06","3,781.63","3,843.10","3,843.10",-
29-Jun-15,"3,881.30","3,881.30","3,803.31","3,842.06","3,842.06",-
22-Jun-15,"3,905.28","3,937.37","3,874.92","3,886.21","3,886.21",-
15-Jun-15,"3,865.53","3,931.36","3,830.71","3,900.64","3,900.64",-
8-Jun-15,"3,865.57","3,908.90","3,828.39","3,870.56","3,870.56",-
1-Jun-15,"3,893.88","3,919.30","3,852.66","3,865.83","3,865.83",-
25-May-15,"3,922.90","3,925.13","3,874.63","3,891.18","3,891.18",-
18-May-15,"3,913.57","3,939.46","3,911.21","3,924.16","3,924.16",-
11-May-15,"3,900.80","3,918.03","3,845.75","3,915.99","3,915.99",-
4-May-15,"3,887.32","3,907.07","3,811.27","3,901.01","3,901.01",-
27-Apr-15,"3,903.20","3,915.37","3,827.18","3,883.75","3,883.75",-
20-Apr-15,"3,837.82","3,906.19","3,837.82","3,900.24","3,900.24",-
13-Apr-15,"3,870.61","3,888.77","3,816.15","3,832.33","3,832.33",-
6-Apr-15,"3,800.33","3,871.34","3,785.40","3,870.31","3,870.31",-
30-Mar-15,"3,797.94","3,843.68","3,769.88","3,804.14","3,804.14",-
23-Mar-15,"3,877.06","3,889.69","3,762.73","3,791.90","3,791.90",-
16-Mar-15,"3,780.09","3,887.96","3,780.09","3,877.26","3,877.26",-
9-Mar-15,"3,809.23","3,829.89","3,750.29","3,776.44","3,776.44",-
2-Mar-15,"3,867.98","3,890.52","3,799.76","3,807.04","3,807.04",-
23-Feb-15,"3,874.78","3,893.44","3,862.23","3,866.42","3,866.42",-
16-Feb-15,"3,848.93","3,876.13","3,830.04","3,875.60","3,875.60",-
9-Feb-15,"3,766.70","3,849.33","3,745.44","3,849.29","3,849.29",-
