Unnamed: 0,str_time,HEDG,HEDG_CVARB,HEDG_DEDSH,HEDG_EMMKT,HEDG_EQNTR,HEDG_EVDRV,HEDG_DISTR,HEDG_MSEVD,HEDG_MRARB,HEDG_FIARB,HEDG_GLMAC,HEDG_LOSHO,HEDG_MGFUT,HEDG_MULTI
2011-09-30,9/30/2011,447.06,362.04,58.52,356.55,237.48,484.31,573.38,445.23,319.39,247.76,780.51,476.91,297.81,377.67
2011-10-31,10/31/2011,454.79,366.3,52.91,369.76,244.03,496.7,584.77,458.13,325.5,248.11,781.92,498.15,282.73,385.41
2011-11-30,11/30/2011,451.21,364.12,52.82,359.83,244.26,491.48,577.75,453.68,324.62,249.34,781.7,490.78,283.23,381.98
2011-12-31,12/31/2011,450.23,366.39,53.69,357.31,243.06,487.52,577.45,448.02,323.37,250.29,785.06,486.44,285.47,382.51
2012-01-31,1/31/2012,460.75,375.04,49.62,370.67,243.48,501.19,591.33,461.58,326.5,253.22,794.64,505.45,288.74,391.97
2012-02-29,2/29/2012,468.17,382.09,47.31,381.49,246.73,509.12,602.49,468.19,329.52,255.76,800.89,518.81,292.22,398.73
2012-03-31,3/31/2012,468.4,384.21,46.67,378.82,246.35,513.13,611.41,470.28,330.12,257.65,797.48,521.41,283.56,400.51
2012-04-30,4/30/2012,468.22,383.31,45.49,379.4,245.34,511.97,612.26,468.37,328.58,259.43,795.5,518.99,284.79,402.84
2012-05-31,5/31/2012,461.99,380.1,49.6,365.03,237.54,505.19,604.64,461.99,323.56,260.05,797.05,495.5,291.58,398.13
2012-06-30,6/30/2012,460.14,381.35,48.25,364.54,239.74,504.28,603.27,461.23,325.29,262.02,786.12,497.21,281.2,400.05
2012-07-31,7/31/2012,466.68,384.64,48.04,368.05,238.79,508.03,608.99,464.26,323.62,266.27,802.96,499.94,294.37,405.18
2012-08-31,8/31/2012,470.6,386.32,46,371.16,241.77,514.01,614.35,470.4,325.31,268.99,805.99,507.51,289.8,410.69
2012-09-30,9/30/2012,475.5,387.86,44.26,379.37,243.12,522.57,625.27,478.03,326.65,272.37,810.82,515.48,285.82,413.98
2012-10-31,10/31/2012,474.65,388.83,44.23,380.7,242.09,527.35,631.68,482.22,324.15,274.74,804.9,514.41,272.56,415.4
2012-11-30,11/30/2012,477.7,389.69,44.04,384.88,243.04,528.91,633.32,483.71,327.55,276.05,810.7,518.16,274.15,419.56
2012-12-31,12/31/2012,484.78,395.05,42.74,394.03,245.13,539.36,645.39,493.43,332.5,277.93,821,526.36,277.11,425.31
2013-01-31,1/31/2013,494.8,402.98,40.51,407.63,250.02,550.95,656.28,505.21,332.4,280.87,828.24,545.01,284.52,434.11
2013-02-28,2/28/2013,495.98,402.71,39.84,409.62,246.81,553.46,663.09,506.15,332.2,282.24,830.68,545.66,282.33,435.78
2013-03-31,3/31/2013,501.99,405.62,39.08,411.86,246.93,565.13,677.57,516.69,333.51,283.95,838.74,553.2,287.24,438.49
2013-04-30,4/30/2013,508.95,406.19,37.73,418.55,249.42,571.89,686.64,522.53,335.67,284.91,853.56,560.16,297.3,443.26
2013-05-31,5/31/2013,511.08,411.46,37.16,417.71,250.41,584.9,702.95,534.2,338.34,284.94,853.12,566.83,282.49,444.9
2013-06-30,6/30/2013,502.62,410.1,37.46,406.69,251.83,577.23,696.88,526.02,338.92,281.69,831.95,563.28,267.17,441.61
2013-07-31,7/31/2013,507.05,409.77,35.31,406.32,256.91,585.97,706.01,534.49,342.29,282.77,834.14,574.28,264.33,446.74
2013-08-31,8/31/2013,504.3,412.71,35.32,405.34,252.48,585.72,702.61,535.36,342.32,283.36,826.43,567.88,257,447.1
2013-09-30,9/30/2013,510.72,413.68,33.37,410.52,254.77,594.22,712.28,543.34,345.1,284.8,833.36,582.87,256.62,453.46
2013-10-31,10/31/2013,518.86,417.5,32.82,418.79,257.75,602.81,723.19,551.01,347.05,286.54,841.81,597.7,264.21,461.5
2013-11-30,11/30/2013,525.65,416.65,32.33,423.33,264.42,612.92,734.37,560.62,347.41,287.96,850.48,608.75,269.74,465.48
2013-12-31,12/31/2013,531.93,418.88,32.08,428.76,267.85,622.78,748.63,568.84,348.76,288.48,856.49,619.71,270.02,473.09
2014-01-31,1/31/2014,530.41,427.65,31.73,419.01,268.07,624.57,751.63,570.18,350.48,291.36,847.46,619.23,260.78,476.9
2014-02-28,2/28/2014,539.51,428.25,30.57,426.53,268.76,641.72,766.97,587.74,353.73,293.27,853.29,637.07,263.22,483.61
2014-03-31,3/31/2014,536.9,429.2,30.74,420.1,267.18,640.82,771.6,584.93,351.31,294.47,851.21,629.51,258.43,482.34
2014-04-30,4/30/2014,535.79,430.6,31.9,417.66,265.3,641,774.48,584.13,353.23,295.76,851.31,623.04,259.52,480.28
2014-05-31,5/31/2014,541.85,428.37,31.55,423.3,264.58,647.84,785.72,589.36,355.22,297.1,860.02,632.42,267.54,484.57
2014-06-30,6/30/2014,547.04,428.58,30.03,428.12,266.44,658.59,796.8,599.8,359.72,298.28,864.56,638.79,271.65,486.75
2014-07-31,7/31/2014,545.35,428.83,30.63,430.06,264.57,654.68,795.28,595.21,354.68,299.16,864.47,632.62,268.86,487.4
2014-08-31,8/31/2014,550.14,427.61,29.67,431.41,264.53,655.47,791.45,597.49,355.46,299.7,874.28,640.81,282.36,491.45
2014-09-30,9/30/2014,550.08,424.66,31.06,432.03,263.78,646.51,785.88,587.63,350.15,300.96,879.02,639.67,287.23,496.28
2014-10-31,10/31/2014,545.68,417.04,29.82,427.2,264.98,632.53,770.44,574.44,341.92,300.67,870.97,639.71,292.43,493.85
2014-11-30,11/30/2014,553.85,416.64,30.01,434.5,266.49,636.04,771.52,578.65,343.87,301.29,885.36,651.78,314.37,499.86
2014-12-31,12/31/2014,553.92,411.86,30.28,435.31,264.66,632.57,767.72,575.33,344.15,301.09,883.12,654.08,319.61,501.9
2015-01-31,1/31/2015,558.39,410.99,30.85,438.18,263.69,626.22,759.68,569.65,341.24,298.66,906.87,655.94,338.86,507.86
2015-02-28,2/28/2015,564.29,414.91,29.08,437.99,258.67,640.28,769,584.87,346.35,300.88,910.69,668.97,334.95,511.51
2015-03-31,3/31/2015,567.67,413.77,28.99,441.25,258.13,642.61,769.71,587.67,346.49,300.65,922.56,666.13,342.99,516.89
2015-04-30,4/30/2015,567.79,425.07,27.87,456.09,257,648.07,774.06,593.29,349.28,302.54,915.65,666.03,328.28,516.94
2015-05-31,5/31/2015,572.48,427.29,27.64,457.79,259.57,653.55,776.43,599.47,352.99,303.99,922.18,680.34,325.51,520.31
2015-06-30,6/30/2015,564.96,424.08,27.59,447.5,263.59,645.47,766.99,591.96,352.39,303.35,905.97,677.2,306.6,518.15
2015-07-31,7/31/2015,569.89,419.68,28.66,438.51,265.06,646.64,761.35,595.08,349.72,304.26,917.43,687.49,319.88,523.33
2015-08-31,8/31/2015,558.56,418.69,30.91,425.95,267.58,628.47,750.36,575.3,347.36,304.15,893.28,674.34,311.06,520.78
2015-09-30,9/30/2015,550.69,417.63,32.39,422.56,269.24,606.85,740.05,551,342.81,302.78,879.28,666.78,319.99,518.55
2015-10-31,10/31/2015,553.59,421.55,30.58,434.2,267.65,607.71,737.82,552.71,342.79,302.18,890.63,678.23,312.06,518.91
2015-11-30,11/30/2015,554.72,418.46,29.58,434.87,264.89,600.59,732.25,545.34,341.11,302.41,903.19,677.4,323.71,520.09
2015-12-31,12/31/2015,550.01,415.19,31,434.36,269.13,592.8,727.06,536.96,345.58,302.86,884.69,677.33,316.63,521.17
2016-01-31,1/31/2016,542.25,407.03,33.94,419.39,265.97,574.75,717.18,516.96,347.62,300.57,879.69,658.51,329.36,518.66
2016-02-29,2/29/2016,536.37,406.65,32.9,415.74,264.03,564.33,708.88,506.13,348.35,297.42,866.04,646.94,340.01,514.31
2016-03-31,3/31/2016,537.9,413.57,30.72,429.01,268.15,566,712.9,507.01,352.92,299.17,864.94,651.28,330.39,518.13
2016-04-30,4/30/2016,539.72,419.71,29.39,434.22,265.82,575.46,724.47,515.74,352.1,303.41,867.1,646.7,320.33,520.21
2016-05-31,5/31/2016,541.65,422.15,29.2,433.29,266.38,581.3,730.29,521.46,353.8,303.76,865.14,655.63,310.09,525.09
2016-06-30,6/30/2016,541.1,424.51,28.78,436.62,259.65,578.12,726.78,518.39,354.96,302.23,871.07,643.37,323.07,524.54
2016-07-31,7/31/2016,547.3,430.8,26.46,444.43,261.89,586.93,734.54,527.31,356.95,305.48,873.61,651.73,328.26,530.14
2016-08-31,8/31/2016,549.85,436.21,25.58,452.41,262.16,594.73,741.83,535.04,360.77,307.8,875.16,654.59,318.12,534.77
2016-09-30,9/30/2016,550.53,440.76,25.31,454.97,263.79,595.24,746.79,534.24,363.14,310.11,876.13,655.45,312.64,537.92
2016-10-31,10/31/2016,549.55,441.07,26.32,456.74,263.07,594.75,755.21,531.25,361.05,311.41,889.4,649.37,299.59,538.48
2016-11-30,11/30/2016,551.55,440.89,25.68,454.54,258.1,601.31,763.29,537.24,363.77,312.98,906.56,648.54,294.38,535.69
2016-12-31,12/31/2016,556.86,442.6,25.77,453.76,256.8,608.7,773.48,543.69,365.95,315.84,916.34,654.11,294.97,544.16
2017-01-31,1/31/2017,560.76,448.42,25,463.45,261.97,616.89,783.04,551.43,365.87,318.88,913.8,661.45,290.69,548.54
2017-02-28,2/28/2017,566.18,453.49,,468.13,259.04,623.49,790.31,557.65,369.47,321.18,916.83,670.45,297.64,553.63
2017-03-31,3/31/2017,568.41,452.55,,473.13,262.28,624.89,790.7,559.37,370.36,323.16,918.57,676.73,291.96,559.17
2017-04-30,4/30/2017,570.86,453.88,,478.29,262.72,628.51,798.74,561.3,374.28,324.35,913.12,686.77,290.37,563.79
2017-05-31,5/31/2017,575.53,454.27,,482.2,261.98,634.57,803.18,567.83,378.49,327.21,908.65,698.78,291.63,572.25
2017-06-30,6/30/2017,572.72,453.48,,485.74,263.23,631.7,803.64,563.64,380.47,328.39,902.27,697.44,282.04,571.99
2017-07-31,7/31/2017,580.54,459.02,,495.97,272.37,639.54,809.08,572.07,386.94,331.24,914.36,710.67,285.67,576.38
2017-08-31,8/31/2017,583.95,457.72,,504.6,275,635.02,810.54,565.58,384.91,333.05,917.61,716.56,293.58,580.65
2017-09-30,9/30/2017,583.06,460.76,,512.83,274.77,637.45,816.15,566.91,386.8,329.1,918.74,718.31,285.77,579.87
2017-10-31,10/31/2017,590.53,462.66,,522.12,273.15,638.97,820.48,567.54,386.86,331.81,926.04,733.03,300.04,583.42
2017-11-30,11/30/2017,591.12,460.22,,524.64,271.95,637.24,817.35,566.41,384.88,333.41,926.78,735.7,299.76,584.12
2017-12-31,12/31/2017,596.49,464.78,,530.32,278.49,647.07,829.74,575.52,387.16,336.43,935.98,741.83,304.68,581.3
2018-01-31,1/31/2018,612.67,473.24,,549.23,284.24,657.47,841.16,585.5,391.43,339.35,965.26,764.92,318.88,598.09
2018-02-28,2/28/2018,599.66,468.82,,541.83,279.6,648.88,836.3,576.15,386.28,340.69,946.05,750.19,294.97,585.22
2018-03-31,3/31/2018,599.28,468.67,,536.68,280.53,645.46,832.7,572.86,384.91,342.33,941.31,749.31,294.18,590.93
2018-04-30,4/30/2018,599.59,469.5,,533.17,282.06,648.01,833.14,576.1,383.4,343.56,942.41,751.31,292.41,589.13
2018-05-31,5/31/2018,601.24,466.85,,534.08,279.03,651.39,831.74,580.72,384.47,340.83,956.94,754.15,289.19,591.27
2018-06-30,6/30/2018,599.86,465.07,,513.39,278.73,655.61,836.97,584.45,387.99,341.4,953.28,746.7,293.32,591.76
2018-07-31,7/31/2018,602.02,466.97,,514.14,278.72,659.69,844.56,587.7,386.54,342.84,955.08,757.37,290.02,589.75
2018-08-31,8/31/2018,602.77,465.28,,499.19,279.1,660.81,844.79,588.89,389.29,343.86,948.13,757.74,297.28,593.9
2018-09-30,9/30/2018,603.39,469.33,,492.42,278.07,662.36,843.55,591.13,391.17,344.59,951.45,758.17,295.17,597.53
2018-10-31,10/31/2018,587.87,462.86,,479.85,272.25,644.34,835.86,570.17,385.34,343.77,938.28,724.21,284.91,586.19
2018-11-30,11/30/2018,584.42,462.3,,482.68,260.55,641.71,833.09,567.33,387.65,341.77,932.11,725.46,282.09,578.39
2018-12-31,12/31/2018,577.46,454.26,,476.42,264.56,621.54,816.56,545.65,387.83,340.13,934.94,707.58,284.36,575.19
2019-01-31,1/31/2019,587.68,467.28,,494.2,268.28,637.21,826.48,562.84,393.38,343.83,944.84,732.59,279.12,580.78
2019-02-28,2/28/2019,594.02,470.06,,513.21,268.87,647.51,834.77,573.9,394.34,346.42,944.92,743.19,280.66,585.41
2019-03-31,3/31/2019,600.5,471.45,,515.54,271.29,652.35,834.15,580.37,395.24,347.59,959.35,745.42,293.49,592.53
2019-04-30,4/30/2019,608.66,476.66,,516.64,264.79,664.65,852.2,591.16,397.15,348.81,972.77,759.11,301.35,598.72
2019-05-31,5/31/2019,602.57,474.98,,504.4,269.26,657.2,838.76,585.42,395.61,349.47,964.34,741.19,299.51,598.49
2019-06-30,6/30/2019,614.61,477.32,,522.8,270.61,667.86,846.83,596.98,398.01,351.81,1003.03,754.71,307.37,605.01
2019-07-31,7/31/2019,619.03,476.2,,531.79,270.03,666.54,834.41,598.85,397.75,352.26,1012.69,760.2,318.22,606.68
2019-08-31,8/31/2019,618.18,474.81,,505.31,268.79,658.27,820.7,591.98,396.55,350.86,1015.99,756.41,331.6,610.99
2019-09-30,9/30/2019,616.22,475.38,,501.31,265.91,657.94,817.49,592.2,398.91,352.8,1024.32,755.47,318.21,609.12
2019-10-31,10/31/2019,618.33,476.02,,517.83,266.26,656.76,819.85,589.53,402.32,355.05,1018.46,765.76,308.65,612.88
2019-11-30,11/30/2019,621.22,480.96,,518.06,264.73,660.65,818.23,595.23,402.54,356.82,1016.63,775.76,309.3,613.39
2019-12-31,12/31/2019,631.24,491.27,,540.16,268.74,672.6,827.91,607.95,406.79,360.87,1032.03,793.68,309.98,616.9
2020-01-31,1/31/2020,632.26,491.89,,541.8,265.61,673.27,832.87,607.22,407.73,363.13,1032.07,787.4,313.86,623.36
2020-02-29,2/29/2020,619.67,497.17,,538.77,262.8,654.12,821.52,585.01,404.85,363.75,1011.03,761.44,309.25,613.64
2020-03-31,3/31/2020,574.54,465.19,,483.46,254.6,566.03,738.61,493.82,379.14,340.07,948.49,705.04,310.08,576.94
2020-04-30,4/30/2020,588.49,474.12,,503.01,258.78,590.6,759.41,519.1,392.82,333.59,975.69,735.51,307.35,586.06
2020-05-31,5/31/2020,603.12,482.72,,514.75,258.29,607.44,765.6,539.45,398.24,340.27,996.89,765.52,305.56,598.31
2020-06-30,6/30/2020,610.14,492.41,,547.36,263.17,621.69,780.31,553.11,407.62,349.36,992.29,774.04,301.12,599.71
2020-07-31,7/31/2020,626.24,510.73,,571.45,274.58,632.5,778.4,565.94,417.07,355.64,1035.26,786.45,309.64,617.73
2020-08-31,8/31/2020,637.03,517.77,,579.77,274.39,652.79,792.79,587.85,420.28,359.88,1054.84,807.41,304.88,623.44
2020-09-30,9/30/2020,631.1,519.82,,574.3,271.32,651.51,787.32,586.96,424,362.02,1037.62,795.3,298.21,620.18
2020-10-31,10/31/2020,628.16,522.38,,563.44,270.04,649.45,785.79,584.64,424.6,364.83,1026.41,790.31,297.75,618.92
2020-11-30,11/30/2020,646.94,537.14,,587.13,268.5,693.29,840.02,624.92,444.91,368.89,1052.34,821.96,299.93,625.25
2020-12-31,12/31/2020,671.4,541.61,,606.25,273.27,719.35,859.53,649.99,471.81,373.99,1099.47,856.05,315.75,651.47
2021-01-31,1/31/2021,669.89,548.89,,629.68,273.05,729.42,861.82,659.19,492.45,378.99,1102.96,832.08,311.97,648.3
2021-02-28,2/28/2021,685.53,560.55,,636.21,277.02,752.38,892.41,680.56,498.95,380.37,1113.01,869.93,321.69,657.75
2021-03-31,3/31/2021,690.56,556.02,,622.26,275.74,764.73,912.88,694.08,481.02,381.93,1129.73,876.34,322.84,665.05
2021-04-30,4/30/2021,708.46,559.98,,641.43,282.33,779.38,928.51,707.25,493.57,386.65,1169.78,903.47,331.51,679.87
